province,municipality,barangay,population,households,source,source_url,year
Southern Leyte,Tomas Oppus,Looc,942,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Luan,186,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Maanyag,578,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Mag-ata,329,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Mapgap,425,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Maslog,892,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Ponong,479,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Rizal,748,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,San Agustin,623,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,San Antonio,604,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,San Isidro,1286,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,San Miguel,407,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,San Roque,343,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
Southern Leyte,Tomas Oppus,Tinago,1221,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/tomas-oppus.html,2020
