province,municipality,barangay,population,households,source,source_url,year
Southern Leyte,Anahawan,Amagusan,610,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Calintaan,492,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Canlabian,452,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Capacuhan,232,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Cogon,424,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Kagingkingan,266,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Lewing,505,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Lo-ok,975,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Mahalo,831,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Mainit,212,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Manigawong,178,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Poblacion,1368,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,San Vicente,862,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Anahawan,Tagup-on,1022,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/anahawan.html,2020
Southern Leyte,Bontoc,Anahao,328,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Banahao,387,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Baugo,513,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Beniton,554,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Buenavista,1376,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Bunga,791,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Casao,751,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Catmon,345,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Catoogan,291,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Cawayanan,546,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Dao,299,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Divisoria,1996,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Esperanza,753,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Guinsangaan,735,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Hibagwan,385,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Hilaan,1441,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Himakilo,355,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Hitawos,422,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Lanao,177,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Lawgawan,111,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Mahayahay,1251,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Malbago,708,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Mauylab,587,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Olisihan,112,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Paku,1157,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Pamahawan,368,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Pamigsian,424,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Pangi,447,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Poblacion,1151,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Pong-on,398,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Sampongon,708,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,San Ramon,1270,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,San Vicente,931,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Santa Cruz,1524,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Santo Niño,1465,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Taa,607,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Talisay,1710,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Taytagan,559,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Tuburan,155,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Bontoc,Union,1711,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/bontoc.html,2020
Southern Leyte,Hinunangan,Ambacon,615,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Badiangon,681,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Bangcas A,862,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Bangcas B,913,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Biasong,652,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Bugho,1147,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Calag-itan,1163,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Calayugan,866,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Calinao,218,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Canipaan,1611,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Catublian,1445,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Ilaya,457,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Ingan,937,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Labrador,745,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Libas,431,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Lumbog,334,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Manalog,781,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Manlico,701,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Matin-ao,551,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Nava,1924,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Nueva Esperanza,724,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Otama,504,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Palongpong,488,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Panalaron,790,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Patong,735,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Poblacion,638,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Pondol,989,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Salog,368,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Salvacion,483,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,San Pablo Island,445,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,San Pedro Island,459,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Santo Niño I,513,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Santo Niño II,1096,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Tahusan,1080,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Talisay,663,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Tawog,594,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Toptop,411,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Tuburan,587,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Union,404,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinunangan,Upper Bantawon,144,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinunangan.html,2020
Southern Leyte,Hinundayan,Amaga,281,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Ambao,967,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,An-an,526,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Baculod,1191,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Biasong,753,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Bugho,897,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Cabulisan,313,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Cat-iwing,585,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,District I,626,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,District II,826,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,District III,915,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Hubasan,578,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Lungsodaan,1247,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Navalita,754,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Plaridel,358,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Sabang,674,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Hinundayan,Sagbok,907,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/hinundayan.html,2020
Southern Leyte,Libagon,Biasong,546,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Bogasong,1065,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Cawayan,947,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Gakat,1218,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Jubas,605,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Magkasag,896,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Mayuga,1209,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Nahaong,1936,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Nahulid,1725,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Otikon,1224,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Pangi,545,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Punta,246,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Talisay,1106,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Libagon,Tigbao,1976,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/libagon.html,2020
Southern Leyte,Liloan,Amaga,452,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Anilao,1131,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Bahay,486,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Cagbungalon,640,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Calian,951,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Caligangan,1293,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Candayuman,413,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Catig,93,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Estela,944,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Fatima,939,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Gud-an,365,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Guintoylan,1113,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Himayangan,2276,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Ilag,1410,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Magaupas,965,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Malangsa,486,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Molopolo,910,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Pandan,756,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Poblacion,3558,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Pres. Quezon,810,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,President Roxas,719,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,San Isidro,919,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,San Roque,2397,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Liloan,Tabugon,774,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/liloan.html,2020
Southern Leyte,Limasawa,Cabulihan,841,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/limasawa.html,2020
Southern Leyte,Limasawa,Lugsongan,1202,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/limasawa.html,2020
Southern Leyte,Limasawa,Magallanes,1812,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/limasawa.html,2020
Southern Leyte,Limasawa,San Agustin,599,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/limasawa.html,2020
Southern Leyte,Limasawa,San Bernardo,536,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/limasawa.html,2020
Southern Leyte,Limasawa,Triana,1201,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/limasawa.html,2020
Southern Leyte,Maasin,Abgao,2510,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Acasia,343,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Asuncion,5063,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bactul I,552,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bactul II,581,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Badiang,1264,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bagtican,675,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Basak,780,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bato I,708,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bato II,515,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Batuan,1098,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Baugo,559,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bilibol,1095,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Bogo,808,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Cabadiangan,440,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Cabulihan,1258,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Cagnituan,356,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Cambooc,767,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Cansirong,963,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Canturing,1138,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Canyuom,639,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Combado,5854,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Dongon,1472,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
Southern Leyte,Maasin,Gawisan,522,,PhilAtlas page parsed from 2020 Census table,https://www.philatlas.com/visayas/r08/southern-leyte/maasin.html,2020
