area_name,population_rows,population_total,osm_building_count,osm_road_length_km,osm_bridge_count,osm_school_count,osm_health_facility_count,osm_emergency_facility_count,estimated_total_asset_value_php,historical_loss_records,historical_reported_deaths,historical_recorded_loss_php,boundary_source,population_source,asset_source,historical_loss_source
Southern Leyte,500,429573,68660,1789.935,262,473,41,60,42887219240,5,1208,92200000,data\raw\southern_leyte\boundary\gadm41_PHL_3.shp,"PSA PSGC API if token provided, otherwise PhilAtlas parsed tables",OpenStreetMap asset extraction + editable unit costs,Curated public reports/articles and disaster records; verify before final calibration
